Navn;Stasjon;Tid(norsk normaltid);Maksimumstemperatur (døgn);Minimumstemperatur (døgn);Middeltemperatur (døgn)
Vigra;SN60990;25.07.2022;19,5;13,9;16,1
Vigra;SN60990;26.07.2022;15,3;10,3;12,2
Vigra;SN60990;27.07.2022;12,7;8,9;10,6
Vigra;SN60990;28.07.2022;16,7;6,1;12,7
Vigra;SN60990;29.07.2022;17,4;8,2;13,6
Vigra;SN60990;30.07.2022;18,9;9,3;14,9
Vigra;SN60990;31.07.2022;15,8;11;12,7
Vigra;SN60990;01.08.2022;15,7;8,7;12,5
Vigra;SN60990;02.08.2022;16,3;10,1;13,5
Vigra;SN60990;03.08.2022;18,4;14,7;15,9
Vigra;SN60990;04.08.2022;16,6;10,8;12,3
Vigra;SN60990;05.08.2022;15,2;9,7;12,1
Vigra;SN60990;06.08.2022;13,4;9,8;11,5
Vigra;SN60990;07.08.2022;18,4;10,6;13,9
Vigra;SN60990;08.08.2022;17,7;12,4;14,9
Vigra;SN60990;09.08.2022;18,9;13,6;15,6
Vigra;SN60990;10.08.2022;20,7;15,1;17,6
Vigra;SN60990;11.08.2022;18,9;12,6;13,4
Vigra;SN60990;12.08.2022;14;11,4;12,7
Vigra;SN60990;13.08.2022;14,8;12,5;13,4
Vigra;SN60990;14.08.2022;20,2;12,7;16,2
Vigra;SN60990;15.08.2022;23,1;14,4;17,9
Vigra;SN60990;16.08.2022;18,3;13,8;15
Vigra;SN60990;17.08.2022;13,8;9,4;10,9
Vigra;SN60990;18.08.2022;16;7,7;12,9
Vigra;SN60990;19.08.2022;20,7;11,6;15,1
Vigra;SN60990;20.08.2022;18,1;11,4;15,1
Vigra;SN60990;21.08.2022;17,6;12,5;13,9
Vigra;SN60990;22.08.2022;15,2;11;12,7
Vigra;SN60990;23.08.2022;19;9;14,9
Vigra;SN60990;24.08.2022;21,4;12,1;17,3
Vigra;SN60990;25.08.2022;20,9;14,7;15,9
Vigra;SN60990;26.08.2022;16,1;12,5;13,7
Vigra;SN60990;27.08.2022;14,5;11,2;12,5
Vigra;SN60990;28.08.2022;13,5;10;11,6
Vigra;SN60990;29.08.2022;15,9;10,5;12,6
Vigra;SN60990;30.08.2022;15,7;10,7;12,7
Vigra;SN60990;31.08.2022;16,4;9,1;13,2
Vigra;SN60990;01.09.2022;16,6;8,2;12,8
Vigra;SN60990;02.09.2022;17;10,5;13,6
Vigra;SN60990;03.09.2022;16,9;9,6;13,1
Vigra;SN60990;04.09.2022;17,7;6,8;12,4
Vigra;SN60990;05.09.2022;17,7;5,8;12,9
Vigra;SN60990;06.09.2022;17,1;9,2;13,2
Vigra;SN60990;07.09.2022;16,3;10,6;13,1
Vigra;SN60990;08.09.2022;18,1;6,7;13,3
Vigra;SN60990;09.09.2022;18,1;9,4;13,1
Vigra;SN60990;10.09.2022;17,5;6,7;12,4
Vigra;SN60990;11.09.2022;15,8;7;12,4
Vigra;SN60990;12.09.2022;15,4;9,4;13
Vigra;SN60990;13.09.2022;15,6;11,5;12,7
Vigra;SN60990;14.09.2022;13;9,9;11,1
Vigra;SN60990;15.09.2022;12,2;8,9;10,7
Vigra;SN60990;16.09.2022;12;9,2;10,5
Vigra;SN60990;17.09.2022;11,6;9,5;10,3
Vigra;SN60990;18.09.2022;13,1;8,7;10,6
Vigra;SN60990;19.09.2022;12;7,6;8,9
Vigra;SN60990;20.09.2022;12,8;3,3;8,8
Vigra;SN60990;21.09.2022;16,5;8,2;13,2
Vigra;SN60990;22.09.2022;16,7;13,3;14,4
Vigra;SN60990;23.09.2022;14,4;9,9;11,7
Vigra;SN60990;24.09.2022;12,2;9,3;10,1
Vigra;SN60990;25.09.2022;12,4;6,4;10,8
Vigra;SN60990;26.09.2022;13,9;9,3;10,2
Vigra;SN60990;27.09.2022;15,7;8,3;11,7
Vigra;SN60990;28.09.2022;18;8,9;12,9
Vigra;SN60990;29.09.2022;15,1;6,7;11,9
Vigra;SN60990;30.09.2022;17;7,4;12,1
Vigra;SN60990;01.10.2022;15,7;9;12,2
Vigra;SN60990;02.10.2022;14,3;5,6;10,7
Vigra;SN60990;03.10.2022;12,8;9,8;11,6
Vigra;SN60990;04.10.2022;15,2;10,3;12,1
Vigra;SN60990;05.10.2022;11,2;8;10,2
Vigra;SN60990;06.10.2022;11,8;7,9;10,3
Vigra;SN60990;07.10.2022;12,5;8,4;10,3
Vigra;SN60990;08.10.2022;10,2;6,5;8,1
Vigra;SN60990;09.10.2022;13,9;7,4;11,8
Vigra;SN60990;10.10.2022;13,9;8;10,2
Vigra;SN60990;11.10.2022;9,2;5,8;7,3
Vigra;SN60990;12.10.2022;12,9;6,5;11,3
Vigra;SN60990;13.10.2022;12,9;7,4;8,9
Vigra;SN60990;14.10.2022;12,3;7,1;9,1
Vigra;SN60990;15.10.2022;11,2;6,2;8,7
Vigra;SN60990;16.10.2022;12,4;6,2;9,7
Vigra;SN60990;17.10.2022;10,2;6,6;9,4
Vigra;SN60990;18.10.2022;9,7;5,3;7,3
Vigra;SN60990;19.10.2022;8,1;3,4;6,7
Vigra;SN60990;20.10.2022;9,6;2,3;5,6
Vigra;SN60990;21.10.2022;9,8;1,2;5,5
Vigra;SN60990;22.10.2022;11,8;0,3;7
Vigra;SN60990;23.10.2022;8,2;6,7;7,3
Vigra;SN60990;24.10.2022;12,7;7;8,8
Vigra;SN60990;25.10.2022;11;2,6;8
Vigra;SN60990;26.10.2022;13;8,6;10,7
Vigra;SN60990;27.10.2022;14,6;9,3;13,1
Vigra;SN60990;28.10.2022;14,5;11,5;12,2
Vigra;SN60990;29.10.2022;12,7;5,8;8,7
Vigra;SN60990;30.10.2022;11,4;4,3;8,6
Vigra;SN60990;31.10.2022;14,1;7,5;11,7
Vigra;SN60990;01.11.2022;15;8,6;12,6
Vigra;SN60990;02.11.2022;15,8;5,9;9,6
Vigra;SN60990;03.11.2022;14,8;6,5;11,6
Vigra;SN60990;04.11.2022;12,9;7;8,3
Vigra;SN60990;05.11.2022;9,7;6,3;8,2
Vigra;SN60990;06.11.2022;9,2;5,4;7,1
Vigra;SN60990;07.11.2022;7,7;3,4;6,2
Vigra;SN60990;08.11.2022;11,3;5,4;8,5
Vigra;SN60990;09.11.2022;11,5;6;9,4
Vigra;SN60990;10.11.2022;12,9;9;11
Vigra;SN60990;11.11.2022;13,6;9,9;11,5
Vigra;SN60990;12.11.2022;13,2;10;10,7
Vigra;SN60990;13.11.2022;10,9;8,6;9,7
Vigra;SN60990;14.11.2022;10,6;6,2;9,1
Vigra;SN60990;15.11.2022;15,1;8,8;12,4
Vigra;SN60990;16.11.2022;12,6;9,9;10,9
Vigra;SN60990;17.11.2022;11,5;7,3;10,4
Vigra;SN60990;18.11.2022;11,3;3,9;-
Vigra;SN60990;19.11.2022;6,5;0,5;3,1
Vigra;SN60990;20.11.2022;4,9;-1,7;1,3
Vigra;SN60990;21.11.2022;4,3;-4,9;1,1
Vigra;SN60990;22.11.2022;3,9;1,5;2,7
Vigra;SN60990;23.11.2022;7,7;2,6;6,5
Vigra;SN60990;24.11.2022;9,3;6,4;8,2
Vigra;SN60990;25.11.2022;12,1;8;10,2
Vigra;SN60990;26.11.2022;10,9;7,1;9,9
Vigra;SN60990;27.11.2022;13,2;7,2;10,5
Vigra;SN60990;28.11.2022;11,3;1,7;7,6
Vigra;SN60990;29.11.2022;10;5,8;7,6
Vigra;SN60990;30.11.2022;7,4;5,3;5,7
Vigra;SN60990;01.12.2022;6,1;2,5;3,9
Vigra;SN60990;02.12.2022;3,9;1,6;2,4
Vigra;SN60990;03.12.2022;2,6;1;1,6
Vigra;SN60990;04.12.2022;1,7;-1;0,5
Vigra;SN60990;05.12.2022;5,8;0,8;4,2
Vigra;SN60990;06.12.2022;5,6;-0,9;1,9
Vigra;SN60990;07.12.2022;1,7;-3,4;0,6
Vigra;SN60990;08.12.2022;3,7;-0,6;0,5
Vigra;SN60990;09.12.2022;0,1;-4,3;-2,5
Vigra;SN60990;10.12.2022;-2;-7,7;-3,6
Vigra;SN60990;11.12.2022;-2,8;-8,4;-4,2
Vigra;SN60990;12.12.2022;-2,4;-4,9;-3,7
Vigra;SN60990;13.12.2022;-3,4;-8;-5
Vigra;SN60990;14.12.2022;0;-4,7;-1,2
Vigra;SN60990;15.12.2022;0,9;-2,4;-0,2
Vigra;SN60990;16.12.2022;0,6;-1,5;-0,8
Vigra;SN60990;17.12.2022;1,8;-2,6;0,5
Vigra;SN60990;18.12.2022;5,1;-0,7;1,5
Vigra;SN60990;19.12.2022;5,3;0,3;3,5
Vigra;SN60990;20.12.2022;10,8;2,6;6,2
Vigra;SN60990;21.12.2022;7,5;3,2;5
Vigra;SN60990;22.12.2022;5,5;0,5;2,5
Vigra;SN60990;23.12.2022;3;-1,5;0,8
Vigra;SN60990;24.12.2022;1;-1,7;-0,6
Vigra;SN60990;25.12.2022;8,3;-1,6;3,9
Vigra;SN60990;26.12.2022;8;2,1;4,9
Vigra;SN60990;27.12.2022;5,7;0,5;2,6
Vigra;SN60990;28.12.2022;3,9;0,3;2,4
Vigra;SN60990;29.12.2022;9,1;3,4;6
Vigra;SN60990;30.12.2022;6,6;3,6;5,7
Vigra;SN60990;31.12.2022;8,7;-0,1;3,3
Vigra;SN60990;01.01.2023;2,2;-2,9;-0,5
Vigra;SN60990;02.01.2023;2,4;-4;0,7
Vigra;SN60990;03.01.2023;1,6;-2,1;0,1
Vigra;SN60990;04.01.2023;5,3;-1,3;4,1
Vigra;SN60990;05.01.2023;5,3;3;3,8
Vigra;SN60990;06.01.2023;5,4;1,2;3,9
Vigra;SN60990;07.01.2023;7,3;2,8;6,5
Vigra;SN60990;08.01.2023;11,7;4,7;8
Vigra;SN60990;09.01.2023;9;2;5,4
Vigra;SN60990;10.01.2023;7,8;0,3;6,6
Vigra;SN60990;11.01.2023;8,4;4,1;6,3
Vigra;SN60990;12.01.2023;6,7;2,3;4,3
Vigra;SN60990;13.01.2023;3,1;-1,6;1,8
Vigra;SN60990;14.01.2023;2,4;-1,5;1,1
Vigra;SN60990;15.01.2023;3,4;-2,2;2,1
Vigra;SN60990;16.01.2023;3,5;-0,2;2
Vigra;SN60990;17.01.2023;3,5;-2,8;1
Vigra;SN60990;18.01.2023;3,6;-2,5;1,9
Vigra;SN60990;19.01.2023;3,7;0,1;1,9
Vigra;SN60990;20.01.2023;4,1;-1,4;1,7
Vigra;SN60990;21.01.2023;7,4;2,1;5,6
Vigra;SN60990;22.01.2023;7,6;4,6;6,1
Vigra;SN60990;23.01.2023;8;5,2;6,7
Vigra;SN60990;24.01.2023;12,1;7;9,1
Vigra;SN60990;25.01.2023;10,1;5,1;7,1
Vigra;SN60990;26.01.2023;6;0,8;-
Vigra;SN60990;27.01.2023;6,8;0,4;4,8
Vigra;SN60990;28.01.2023;6,7;2;4,6
Vigra;SN60990;29.01.2023;9,1;3;6,4
Vigra;SN60990;30.01.2023;6,8;1,1;3,1
Vigra;SN60990;31.01.2023;3,5;0,2;1,7
Vigra;SN60990;01.02.2023;2,8;-1,8;0,4
Vigra;SN60990;02.02.2023;2,3;-2,9;0,5
Vigra;SN60990;03.02.2023;3,6;-2,5;1,2
Vigra;SN60990;04.02.2023;6,1;-2,3;3,6
Vigra;SN60990;05.02.2023;6,7;2,8;5,2
Vigra;SN60990;06.02.2023;9,9;5,7;8,2
Vigra;SN60990;07.02.2023;10,2;4,8;6,7
Vigra;SN60990;08.02.2023;10,7;5,7;8,3
Vigra;SN60990;09.02.2023;9,4;0,2;2,3
Vigra;SN60990;10.02.2023;7,2;-1,1;2,9
Vigra;SN60990;11.02.2023;7,5;4,2;6,5
Vigra;SN60990;12.02.2023;8,9;7,4;8,4
Vigra;SN60990;13.02.2023;8,8;7,7;7,9
Vigra;SN60990;14.02.2023;8,9;-0,5;3,1
Vigra;SN60990;15.02.2023;12;-0,5;7,2
Vigra;SN60990;16.02.2023;11,3;3,1;-
Vigra;SN60990;17.02.2023;5,5;3,6;-
Vigra;SN60990;18.02.2023;4,5;0,1;2,1
Vigra;SN60990;19.02.2023;2,2;-1,4;0,9
Vigra;SN60990;20.02.2023;6,8;0,9;5,4
Vigra;SN60990;21.02.2023;5,5;1,3;3,2
Vigra;SN60990;22.02.2023;9,2;1,8;4,8
Vigra;SN60990;23.02.2023;4,1;0,9;2,8
Vigra;SN60990;24.02.2023;4,5;0,5;2,6
Vigra;SN60990;25.02.2023;5,1;-0,3;2
Vigra;SN60990;26.02.2023;5,2;1,1;4,1
Vigra;SN60990;27.02.2023;6,2;4,2;5,1
Vigra;SN60990;28.02.2023;6,7;2,8;4,6
Vigra;SN60990;01.03.2023;6,6;1,7;4,1
Vigra;SN60990;02.03.2023;7,1;-0,6;3,9
Vigra;SN60990;03.03.2023;5,9;1,5;3,7
Vigra;SN60990;04.03.2023;2,2;-1,9;-0,5
Vigra;SN60990;05.03.2023;2,6;-2;-0,3
Vigra;SN60990;06.03.2023;-0,2;-4,9;-2,6
Vigra;SN60990;07.03.2023;-0,2;-8,5;-3,1
Vigra;SN60990;08.03.2023;0,5;-5,7;-2,7
Vigra;SN60990;09.03.2023;-0,7;-10,1;-5
Vigra;SN60990;10.03.2023;0;-6,2;-2,3
Vigra;SN60990;11.03.2023;-0,2;-3,8;-1,6
Vigra;SN60990;12.03.2023;0,7;-3,3;-1,2
Vigra;SN60990;13.03.2023;2,5;-2,5;0,5
Vigra;SN60990;14.03.2023;1,6;-2,3;-0,3
Vigra;SN60990;15.03.2023;7;-3,4;2,2
Vigra;SN60990;16.03.2023;4,1;-1,2;1,6
Vigra;SN60990;17.03.2023;6,7;0,4;2,9
Vigra;SN60990;18.03.2023;7,9;-0,4;2,9
Vigra;SN60990;19.03.2023;6,6;-0,5;2,8
Vigra;SN60990;20.03.2023;5,1;0;2,3
Vigra;SN60990;21.03.2023;3,4;0,3;2,4
Vigra;SN60990;22.03.2023;3,5;1,6;2,5
Vigra;SN60990;23.03.2023;8,7;2,1;4,9
Vigra;SN60990;24.03.2023;4,7;0,3;1,5
Vigra;SN60990;25.03.2023;3,5;-0,2;1,4
Vigra;SN60990;26.03.2023;4;-5,2;-0,3
Vigra;SN60990;27.03.2023;4;-2,5;0,1
Vigra;SN60990;28.03.2023;4,7;-5,1;0,1
Vigra;SN60990;29.03.2023;3,1;-6,7;0
Vigra;SN60990;30.03.2023;3,9;-3,1;1,2
Vigra;SN60990;31.03.2023;6,2;-0,2;2,8
Vigra;SN60990;01.04.2023;6,1;-2,9;3,1
Vigra;SN60990;02.04.2023;8,6;-1,2;4,7
Vigra;SN60990;03.04.2023;8,4;3,2;6
Vigra;SN60990;04.04.2023;8,8;-0,3;4,1
Vigra;SN60990;05.04.2023;12,8;-1,2;5,4
Vigra;SN60990;06.04.2023;10,4;-2,3;3,8
Vigra;SN60990;07.04.2023;10,3;0,2;5,5
Vigra;SN60990;08.04.2023;10,7;0,4;6
Vigra;SN60990;09.04.2023;11,6;-0,5;6,1
Vigra;SN60990;10.04.2023;10,8;1,5;7,4
Vigra;SN60990;11.04.2023;14,7;7,6;9,9
Vigra;SN60990;12.04.2023;15;3,4;9,6
Vigra;SN60990;13.04.2023;16;5;10,5
Vigra;SN60990;14.04.2023;15,2;7,8;9,8
Vigra;SN60990;15.04.2023;10,9;4,4;7,1
Vigra;SN60990;16.04.2023;10,6;-0,5;5,9
Vigra;SN60990;17.04.2023;14,3;2,3;8,5
Vigra;SN60990;18.04.2023;13,4;1,3;7,9
Vigra;SN60990;19.04.2023;12,8;2,1;8,2
Vigra;SN60990;20.04.2023;10,8;4,4;6,8
Vigra;SN60990;21.04.2023;12,8;4;7,8
Vigra;SN60990;22.04.2023;10,6;1,4;6,5
Vigra;SN60990;23.04.2023;5,2;2,5;3,3
Vigra;SN60990;24.04.2023;4,9;1,1;3,2
Vigra;SN60990;25.04.2023;6,1;0,5;2,6
Vigra;SN60990;26.04.2023;6,2;0,7;3,2
Vigra;SN60990;27.04.2023;7,3;1,1;4,3
Vigra;SN60990;28.04.2023;8,6;-0,4;4,5
Vigra;SN60990;29.04.2023;6,2;0,6;3,3
Vigra;SN60990;30.04.2023;5,2;1;3,5
Vigra;SN60990;01.05.2023;5,8;2,5;4
Vigra;SN60990;02.05.2023;9,6;3,2;6,6
Vigra;SN60990;03.05.2023;8,3;2,3;4,9
Vigra;SN60990;04.05.2023;8,5;1,4;5,1
Vigra;SN60990;05.05.2023;11,6;1,5;7,4
Vigra;SN60990;06.05.2023;13,5;1,9;8,5
Vigra;SN60990;07.05.2023;15;7;10,3
Vigra;SN60990;08.05.2023;14,7;4,6;10
Vigra;SN60990;09.05.2023;15,8;8,4;11,9
Vigra;SN60990;10.05.2023;11,8;8,9;9,7
Vigra;SN60990;11.05.2023;11,5;8,8;9,7
Vigra;SN60990;12.05.2023;11,4;8,8;9,1
Vigra;SN60990;13.05.2023;12,7;7,3;8,5
Vigra;SN60990;14.05.2023;18,5;5,7;10,6
Vigra;SN60990;15.05.2023;9,6;7,5;8,3
Vigra;SN60990;16.05.2023;9,9;4,2;6
Vigra;SN60990;17.05.2023;7,4;2,6;5,4
Vigra;SN60990;18.05.2023;14;3,1;10,3
Vigra;SN60990;19.05.2023;14,4;9,8;10,9
Vigra;SN60990;20.05.2023;15,6;8,2;11,5
Vigra;SN60990;21.05.2023;13,8;8,1;10,3
Vigra;SN60990;22.05.2023;13,1;4;8,9
Vigra;SN60990;23.05.2023;12,2;7,2;9,5
Vigra;SN60990;24.05.2023;12,1;8,7;9,9
Vigra;SN60990;25.05.2023;10,3;4,6;7,9
Vigra;SN60990;26.05.2023;11,2;6,3;8,9
Vigra;SN60990;27.05.2023;12,1;8,5;10,1
Vigra;SN60990;28.05.2023;9,9;4,6;6,9
Vigra;SN60990;29.05.2023;9,5;5,7;8
Vigra;SN60990;30.05.2023;11,1;7,3;9,2
Vigra;SN60990;31.05.2023;10,3;8,2;8,5
Vigra;SN60990;01.06.2023;10,2;4,3;7,1
Vigra;SN60990;02.06.2023;8,5;0;6,3
Vigra;SN60990;03.06.2023;10,9;5,1;8,2
Vigra;SN60990;04.06.2023;11,4;6,6;9,1
Vigra;SN60990;05.06.2023;11,8;7,5;9,5
Vigra;SN60990;06.06.2023;11,1;8,2;9
Vigra;SN60990;07.06.2023;11,9;4;9,4
Vigra;SN60990;08.06.2023;12,3;7,4;9,6
Vigra;SN60990;09.06.2023;19,1;7,3;13
Vigra;SN60990;10.06.2023;20,3;6,9;14,2
Vigra;SN60990;11.06.2023;19,1;10;15,2
Vigra;SN60990;12.06.2023;19,3;10,1;14,8
Vigra;SN60990;13.06.2023;18,5;11,5;13,8
Vigra;SN60990;14.06.2023;18,3;9,2;13,4
Vigra;SN60990;15.06.2023;15,6;10,2;12,3
Vigra;SN60990;16.06.2023;14;9;11,1
Vigra;SN60990;17.06.2023;13,9;9,2;10,8
Vigra;SN60990;18.06.2023;17,1;9,3;12,2
Vigra;SN60990;19.06.2023;25,8;9,9;17,2
Vigra;SN60990;20.06.2023;20,7;14,2;16,9
Vigra;SN60990;21.06.2023;21,3;11,9;17,1
Vigra;SN60990;22.06.2023;16,7;12,8;13,6
Vigra;SN60990;23.06.2023;15,3;10,3;12,3
Vigra;SN60990;24.06.2023;18,3;8,3;14,5
Vigra;SN60990;25.06.2023;22;10,9;17,7
Vigra;SN60990;26.06.2023;21,8;11,4;15,7
Vigra;SN60990;27.06.2023;16,9;12,8;13,8
Vigra;SN60990;28.06.2023;20,1;10,3;15,4
Vigra;SN60990;29.06.2023;17,3;11,1;13,9
Vigra;SN60990;30.06.2023;17,1;11,5;13,3
Vigra;SN60990;01.07.2023;17,9;10,7;14,5
Vigra;SN60990;02.07.2023;21;11,4;15,3
Vigra;SN60990;03.07.2023;15;12,5;13
Vigra;SN60990;04.07.2023;14,9;11,2;12,2
Vigra;SN60990;05.07.2023;17,3;6,8;13,7
Vigra;SN60990;06.07.2023;18,2;12,3;15,2
Vigra;SN60990;07.07.2023;19,1;13,9;15,3
Vigra;SN60990;08.07.2023;18;10,4;14,9
Vigra;SN60990;09.07.2023;19,8;11,4;15,3
Vigra;SN60990;10.07.2023;20,2;13,1;16,5
Vigra;SN60990;11.07.2023;17,7;13,2;14,7
Vigra;SN60990;12.07.2023;21,9;14,2;16,5
Vigra;SN60990;13.07.2023;19,1;10,2;15,2
Vigra;SN60990;14.07.2023;16,6;10,6;12,5
Vigra;SN60990;15.07.2023;18,9;9,8;15,1
Vigra;SN60990;16.07.2023;19,8;13,3;16,2
Vigra;SN60990;17.07.2023;18;12,6;13,4
Vigra;SN60990;18.07.2023;14,4;10,8;12,3
Vigra;SN60990;19.07.2023;14,1;10,2;11,3
Vigra;SN60990;20.07.2023;15,8;10,6;12,5
Vigra;SN60990;21.07.2023;16,1;7,3;12,7
Vigra;SN60990;22.07.2023;16,2;11,2;13,3
Vigra;SN60990;23.07.2023;17,6;9,8;14,2
Vigra;SN60990;24.07.2023;16,1;12,6;13,9
Vigra;SN60990;25.07.2023;15,4;12,4;13,6
Vigra;SN60990;26.07.2023;18,5;13,4;15
Vigra;SN60990;27.07.2023;15;13,4;13,8
Vigra;SN60990;28.07.2023;17,5;12,7;14,5
Vigra;SN60990;29.07.2023;18,3;12,7;15,2
Vigra;SN60990;30.07.2023;17;10,6;14,8
Vigra;SN60990;31.07.2023;17,5;13,2;15
Vigra;SN60990;01.08.2023;16,1;13,8;14,7
Vigra;SN60990;02.08.2023;18,5;13,7;15,4
Vigra;SN60990;03.08.2023;17,9;13,3;14,9
Vigra;SN60990;04.08.2023;15,1;11,9;12,8
Vigra;SN60990;05.08.2023;16;10,5;12,7
Vigra;SN60990;06.08.2023;15,6;12,1;13,6
Vigra;SN60990;07.08.2023;13,5;10,2;11,3
Vigra;SN60990;08.08.2023;12,6;10;11,9
Vigra;SN60990;09.08.2023;14,2;10,9;12,2
Vigra;SN60990;10.08.2023;12,5;10;11
Vigra;SN60990;11.08.2023;14,3;10,3;11,8
Vigra;SN60990;12.08.2023;19,2;11,5;14,9
Vigra;SN60990;13.08.2023;19,5;11,8;15,2
Vigra;SN60990;14.08.2023;18,2;12,8;14,9
Vigra;SN60990;15.08.2023;17,1;13,5;14,7
Vigra;SN60990;16.08.2023;15,3;13,5;13,8
Vigra;SN60990;17.08.2023;17,2;12,8;14,5
Vigra;SN60990;18.08.2023;19,9;11,9;-
Vigra;SN60990;19.08.2023;26,5;13;-
Vigra;SN60990;20.08.2023;22,5;16,2;16,9
Vigra;SN60990;21.08.2023;19,3;12,4;15,4
Vigra;SN60990;22.08.2023;20,1;14,1;15,9
Vigra;SN60990;23.08.2023;17,3;14,3;14,7
Vigra;SN60990;24.08.2023;17,1;12,5;14,4
Vigra;SN60990;25.08.2023;19,2;12,2;15,9
Vigra;SN60990;26.08.2023;21,3;12,8;15,9
Vigra;SN60990;27.08.2023;16,7;10,7;13,5
Vigra;SN60990;28.08.2023;14;12;12,8
Vigra;SN60990;29.08.2023;16,4;11,3;13,6
Vigra;SN60990;30.08.2023;16,5;9,4;13,4
Vigra;SN60990;31.08.2023;16,7;9,6;13,6
Vigra;SN60990;01.09.2023;16;11,3;13
Vigra;SN60990;02.09.2023;15,5;6,2;12,2
Vigra;SN60990;03.09.2023;15,3;12,1;13,9
Vigra;SN60990;04.09.2023;16,5;13,2;14,1
Vigra;SN60990;05.09.2023;14,7;9;11,6
Vigra;SN60990;06.09.2023;16,5;6,7;11,4
Vigra;SN60990;07.09.2023;20,1;7,8;14,9
Vigra;SN60990;08.09.2023;23,8;12,2;17,1
Vigra;SN60990;09.09.2023;24,1;12,5;17,4
Vigra;SN60990;10.09.2023;19,4;11,2;13,6
Vigra;SN60990;11.09.2023;17,8;11,6;13,6
Vigra;SN60990;12.09.2023;14,1;9,8;11,4
Vigra;SN60990;13.09.2023;12,6;6,6;8,4
Vigra;SN60990;14.09.2023;13,5;2,7;9,4
Vigra;SN60990;15.09.2023;16,6;10,4;13,4
Vigra;SN60990;16.09.2023;13,4;9,4;10,1
Vigra;SN60990;17.09.2023;13,5;3,3;9,3
Vigra;SN60990;18.09.2023;19,3;7,9;15,2
Vigra;SN60990;19.09.2023;18,2;10,2;12,4
Vigra;SN60990;20.09.2023;16;10,4;11,9
Vigra;SN60990;21.09.2023;16,7;10,4;13,1
Vigra;SN60990;22.09.2023;16,8;9,7;13,1
Vigra;SN60990;23.09.2023;15;10,4;12,2
Vigra;SN60990;24.09.2023;14,5;9,5;11,8
Vigra;SN60990;25.09.2023;18,9;12,4;15,9
Vigra;SN60990;26.09.2023;19,2;13,2;16,1
Vigra;SN60990;27.09.2023;16,9;12,1;13,4
Vigra;SN60990;28.09.2023;18,9;8,5;14,8
Vigra;SN60990;29.09.2023;16,1;11,8;13,9
Vigra;SN60990;30.09.2023;14,2;10,8;11,6
Vigra;SN60990;01.10.2023;13,1;9,4;10,8
Vigra;SN60990;02.10.2023;13,7;10;12
Vigra;SN60990;03.10.2023;14,4;9,2;11,4
Vigra;SN60990;04.10.2023;12,2;8,4;10,1
Vigra;SN60990;05.10.2023;11,4;7,9;9,8
Vigra;SN60990;06.10.2023;11,3;7,4;8,5
Vigra;SN60990;07.10.2023;8,5;4,1;6,4
Vigra;SN60990;08.10.2023;8,3;4,2;6,4
Vigra;SN60990;09.10.2023;9,2;5,7;7,6
Vigra;SN60990;10.10.2023;13,8;8,7;11,8
Vigra;SN60990;11.10.2023;13,2;6,3;8
Vigra;SN60990;12.10.2023;9,9;4,5;8,5
Vigra;SN60990;13.10.2023;12,4;6,9;9,8
Vigra;SN60990;14.10.2023;8,9;6,1;7,8
Vigra;SN60990;15.10.2023;9;3,2;6,3
Vigra;SN60990;16.10.2023;9,7;4,3;7,3
Vigra;SN60990;17.10.2023;10,5;7,1;8,6
Vigra;SN60990;18.10.2023;8;4,6;6,2
Vigra;SN60990;19.10.2023;8,6;3;5,8
Vigra;SN60990;20.10.2023;6,4;3,1;4,6
Vigra;SN60990;21.10.2023;8,2;4,1;6,3
Vigra;SN60990;22.10.2023;11,6;3,3;7,8
Vigra;SN60990;23.10.2023;9,6;3,6;7,8
Vigra;SN60990;24.10.2023;10,1;2,2;6,2
Vigra;SN60990;25.10.2023;10,6;0,8;5,4
Vigra;SN60990;26.10.2023;9,3;0,6;5,2
Vigra;SN60990;27.10.2023;4,8;-2,6;2,3
Vigra;SN60990;28.10.2023;5,1;-0,9;2
Vigra;SN60990;29.10.2023;4,9;-3,6;2,8
Vigra;SN60990;30.10.2023;4,6;1,7;2,4
Vigra;SN60990;31.10.2023;2,4;-1;1,3
Vigra;SN60990;01.11.2023;4,5;-0,8;2,3
Vigra;SN60990;02.11.2023;10,1;-0,3;7,2
Vigra;SN60990;03.11.2023;11,8;6,6;10,4
Vigra;SN60990;04.11.2023;12,6;9,4;11,1
Vigra;SN60990;05.11.2023;11,2;6,2;8,1
Vigra;SN60990;06.11.2023;8,1;4;6,5
Vigra;SN60990;07.11.2023;7,3;5,5;6,6
Vigra;SN60990;08.11.2023;7,7;2,9;5,5
Vigra;SN60990;09.11.2023;9,2;0,3;6,1
Vigra;SN60990;10.11.2023;5,7;0,1;3,3
Vigra;SN60990;11.11.2023;5,9;-2,4;1,7
Vigra;SN60990;12.11.2023;6,2;-1,5;3,3
Vigra;SN60990;13.11.2023;4,9;-0,4;2,2
Vigra;SN60990;14.11.2023;5,1;-3,6;0,9
Vigra;SN60990;15.11.2023;3;-4,5;-0,9
Vigra;SN60990;16.11.2023;2,4;-3,7;-0,1
Vigra;SN60990;17.11.2023;4,2;-0,8;2,6
Vigra;SN60990;18.11.2023;5;1,6;3,5
Vigra;SN60990;19.11.2023;4,7;-1;1,8
Vigra;SN60990;20.11.2023;2,5;-1,9;0,3
Vigra;SN60990;21.11.2023;0,8;-4,2;0,4
