Navn;Stasjon;Tid(norsk normaltid);Maksimumstemperatur (døgn);Minimumstemperatur (døgn);Middeltemperatur (døgn)
Vigra;SN60990;02.05.2014;5,9;0,6;3,4
Vigra;SN60990;03.05.2014;6,8;2,6;4,3
Vigra;SN60990;04.05.2014;7,9;1,7;4,7
Vigra;SN60990;05.05.2014;11,4;0,4;7,2
Vigra;SN60990;06.05.2014;9,9;7,2;8,3
Vigra;SN60990;07.05.2014;12,5;6,7;8,7
Vigra;SN60990;08.05.2014;13,7;7,3;9,6
Vigra;SN60990;09.05.2014;10,3;7,3;8,7
Vigra;SN60990;10.05.2014;11,5;7,3;8,9
Vigra;SN60990;11.05.2014;12,3;6,5;8,8
Vigra;SN60990;12.05.2014;11,2;7,2;8,2
Vigra;SN60990;13.05.2014;8,3;6;6,5
Vigra;SN60990;14.05.2014;9,4;3,4;6,3
Vigra;SN60990;15.05.2014;10;0,7;7,9
Vigra;SN60990;16.05.2014;12,1;8,2;10
Vigra;SN60990;17.05.2014;14;8,3;9,4
Vigra;SN60990;18.05.2014;17;6,7;11,4
Vigra;SN60990;19.05.2014;19;6,8;12,4
Vigra;SN60990;20.05.2014;14,9;9,7;11,2
Vigra;SN60990;21.05.2014;15,9;7,4;11,6
Vigra;SN60990;22.05.2014;15,7;8,8;10,5
Vigra;SN60990;23.05.2014;12,9;7,1;10,3
Vigra;SN60990;24.05.2014;13;8,4;9,5
Vigra;SN60990;25.05.2014;11,3;8;8,9
Vigra;SN60990;26.05.2014;10,9;7,8;8,7
Vigra;SN60990;27.05.2014;16,5;7,6;11,5
Vigra;SN60990;28.05.2014;17,9;6,4;13
Vigra;SN60990;29.05.2014;17,1;7,5;11,2
Vigra;SN60990;30.05.2014;11,1;8,3;9,2
Vigra;SN60990;31.05.2014;12;8,3;9,9
Vigra;SN60990;01.06.2014;15,5;9,1;11,7
Vigra;SN60990;02.06.2014;16,5;6,2;12,4
Vigra;SN60990;03.06.2014;20;8,5;14,4
Vigra;SN60990;04.06.2014;18,4;11,8;14,6
Vigra;SN60990;05.06.2014;19;10,7;16
Vigra;SN60990;06.06.2014;20,3;14,3;15,9
Vigra;SN60990;07.06.2014;15,3;11,8;13,4
Vigra;SN60990;08.06.2014;19;12,4;14,6
Vigra;SN60990;09.06.2014;17,2;12,9;14,5
Vigra;SN60990;10.06.2014;21;11,9;16,6
Vigra;SN60990;11.06.2014;18,5;13,4;15,1
Vigra;SN60990;12.06.2014;15,9;10,9;12,3
Vigra;SN60990;13.06.2014;13,4;9,7;11,2
Vigra;SN60990;14.06.2014;15,2;9,1;11,7
Vigra;SN60990;15.06.2014;14,6;9,2;11,4
Vigra;SN60990;16.06.2014;13,6;9,7;10,9
Vigra;SN60990;17.06.2014;12,4;7,3;10,6
Vigra;SN60990;18.06.2014;13,8;10,1;11,3
Vigra;SN60990;19.06.2014;13,3;9,6;10,8
Vigra;SN60990;20.06.2014;12,2;5,3;9,4
Vigra;SN60990;21.06.2014;11,8;6,4;9,2
Vigra;SN60990;22.06.2014;11,5;8,3;9,5
Vigra;SN60990;23.06.2014;13,1;7,9;10,2
Vigra;SN60990;24.06.2014;13,8;8,1;11,1
Vigra;SN60990;25.06.2014;13,2;8,4;10,4
Vigra;SN60990;26.06.2014;13,2;8,2;10,5
Vigra;SN60990;27.06.2014;14,9;8,3;11,5
Vigra;SN60990;28.06.2014;15,3;5,7;11,7
Vigra;SN60990;29.06.2014;16,1;5,8;12,2
Vigra;SN60990;30.06.2014;16,8;10,4;13,2
Vigra;SN60990;01.07.2014;14,5;10,4;11,4
Vigra;SN60990;02.07.2014;13,4;8,7;10,8
Vigra;SN60990;03.07.2014;15;10,2;12,6
Vigra;SN60990;04.07.2014;20,5;9,9;15,1
Vigra;SN60990;05.07.2014;24,7;12,9;18,3
Vigra;SN60990;06.07.2014;23,3;12,1;13,4
Vigra;SN60990;07.07.2014;22,3;12,5;14,9
Vigra;SN60990;08.07.2014;16,8;10,7;13,8
Vigra;SN60990;09.07.2014;28,6;11,5;18,8
Vigra;SN60990;10.07.2014;22,8;11,9;13,5
Vigra;SN60990;11.07.2014;25,6;12,3;18,3
Vigra;SN60990;12.07.2014;23,8;12,5;14,4
Vigra;SN60990;13.07.2014;23,1;11,9;17,7
Vigra;SN60990;14.07.2014;19;12,7;15,4
Vigra;SN60990;15.07.2014;16,6;13,4;14,8
Vigra;SN60990;16.07.2014;17,7;13,9;14,8
Vigra;SN60990;17.07.2014;16,2;12,8;14,2
Vigra;SN60990;18.07.2014;17,7;13,3;14,8
Vigra;SN60990;19.07.2014;21,2;12,7;17,2
Vigra;SN60990;20.07.2014;27,4;14,3;21,2
Vigra;SN60990;21.07.2014;27,8;15,4;21,8
Vigra;SN60990;22.07.2014;25,2;16,1;20,2
Vigra;SN60990;23.07.2014;22,3;14,7;16,8
Vigra;SN60990;24.07.2014;22;15,1;17,3
Vigra;SN60990;25.07.2014;19,6;14,6;16,1
Vigra;SN60990;26.07.2014;21,3;14,8;17,8
Vigra;SN60990;27.07.2014;24;15,3;19,6
Vigra;SN60990;28.07.2014;20,1;16;17,2
Vigra;SN60990;29.07.2014;19,6;14,3;17
Vigra;SN60990;30.07.2014;19,1;14,7;16,8
Vigra;SN60990;31.07.2014;17,7;14,1;14,8
Vigra;SN60990;01.08.2014;16,7;12,9;14,3
Vigra;SN60990;02.08.2014;22;13,2;16,1
Vigra;SN60990;03.08.2014;20,6;15,6;18,1
Vigra;SN60990;04.08.2014;19,4;14,7;16,5
Vigra;SN60990;05.08.2014;19,9;13,8;16,7
Vigra;SN60990;06.08.2014;19,1;14,7;16,5
Vigra;SN60990;07.08.2014;20,4;13,3;17,2
Vigra;SN60990;08.08.2014;17,7;14,4;15,7
Vigra;SN60990;09.08.2014;23;12,4;19,1
Vigra;SN60990;10.08.2014;22,6;15,2;18
Vigra;SN60990;11.08.2014;20,7;14,7;16,8
Vigra;SN60990;12.08.2014;22;13,5;-
Vigra;SN60990;13.08.2014;19,4;12,2;16,2
Vigra;SN60990;14.08.2014;19,1;13,5;15,7
Vigra;SN60990;15.08.2014;16,5;12;13,3
Vigra;SN60990;16.08.2014;16,3;8,5;12,8
Vigra;SN60990;17.08.2014;17;11,5;14,1
Vigra;SN60990;18.08.2014;17,1;12,2;13,9
Vigra;SN60990;19.08.2014;14,1;12,4;13,2
Vigra;SN60990;20.08.2014;13,4;11,2;12,3
Vigra;SN60990;21.08.2014;13,9;10,7;11,8
Vigra;SN60990;22.08.2014;16;8,2;12,9
Vigra;SN60990;23.08.2014;16,8;12;13,8
Vigra;SN60990;24.08.2014;16,4;11,4;13,7
Vigra;SN60990;25.08.2014;16,1;9,7;13,2
Vigra;SN60990;26.08.2014;16,9;11,4;13,8
Vigra;SN60990;27.08.2014;15,6;8,8;12,8
Vigra;SN60990;28.08.2014;18,9;11,1;13,4
Vigra;SN60990;29.08.2014;19,6;8;14,8
Vigra;SN60990;30.08.2014;20,5;11,1;15,9
Vigra;SN60990;31.08.2014;23,5;11;17,5
Vigra;SN60990;01.09.2014;18,2;14,2;15,7
Vigra;SN60990;02.09.2014;16,4;12,1;15
Vigra;SN60990;03.09.2014;18,1;14,8;15,9
Vigra;SN60990;04.09.2014;16,5;13,8;15
Vigra;SN60990;05.09.2014;17,6;11,1;14,8
Vigra;SN60990;06.09.2014;18,4;12,7;14,9
Vigra;SN60990;07.09.2014;21;12;15,5
Vigra;SN60990;08.09.2014;16,8;10,9;14
Vigra;SN60990;09.09.2014;16,4;11,8;12,7
Vigra;SN60990;10.09.2014;16,7;8,5;13,4
Vigra;SN60990;11.09.2014;16,2;13,9;14,6
Vigra;SN60990;12.09.2014;17,2;10,9;13,9
Vigra;SN60990;13.09.2014;16,5;10,9;14,3
Vigra;SN60990;14.09.2014;17,5;11,1;14,4
Vigra;SN60990;15.09.2014;19,4;8,3;13,7
Vigra;SN60990;16.09.2014;16,7;7,4;12,4
Vigra;SN60990;17.09.2014;17,3;10,3;12,2
Vigra;SN60990;18.09.2014;15;7,5;11,4
Vigra;SN60990;19.09.2014;18;7,7;13,4
Vigra;SN60990;20.09.2014;15,3;10,6;13
Vigra;SN60990;21.09.2014;13;8;10,6
Vigra;SN60990;22.09.2014;12,2;6,2;9,2
Vigra;SN60990;23.09.2014;11,2;4,8;9,3
Vigra;SN60990;24.09.2014;12,3;8,8;10,4
Vigra;SN60990;25.09.2014;13,5;8,8;11,6
Vigra;SN60990;26.09.2014;15,5;9,7;12,6
Vigra;SN60990;27.09.2014;13,5;8,9;12,1
Vigra;SN60990;28.09.2014;14,3;9,9;12,5
Vigra;SN60990;29.09.2014;13,8;9,1;10,9
Vigra;SN60990;30.09.2014;15,9;8,5;13
Vigra;SN60990;01.10.2014;17;9,2;13,5
Vigra;SN60990;02.10.2014;14,1;9,3;12,1
Vigra;SN60990;03.10.2014;18,1;8,2;13,4
Vigra;SN60990;04.10.2014;18,1;8,9;14,5
Vigra;SN60990;05.10.2014;19,4;10,1;12,3
Vigra;SN60990;06.10.2014;19,9;9,2;15,3
Vigra;SN60990;07.10.2014;15;10,9;12
Vigra;SN60990;08.10.2014;16,7;10,7;12,5
Vigra;SN60990;09.10.2014;14,4;7,1;10,5
Vigra;SN60990;10.10.2014;12;7,9;10,6
Vigra;SN60990;11.10.2014;15,5;8,7;12
Vigra;SN60990;12.10.2014;13,3;8;9,7
Vigra;SN60990;13.10.2014;11,6;5,8;9
Vigra;SN60990;14.10.2014;11,4;2,4;7,9
Vigra;SN60990;15.10.2014;9,8;4,2;7,1
Vigra;SN60990;16.10.2014;11,2;1,9;7,2
Vigra;SN60990;17.10.2014;10,4;4;7
Vigra;SN60990;18.10.2014;12;2,6;9,5
Vigra;SN60990;19.10.2014;17,1;10,6;12,8
Vigra;SN60990;20.10.2014;12,1;9,7;10,8
Vigra;SN60990;21.10.2014;13,5;8;11,2
Vigra;SN60990;22.10.2014;13,4;7,1;8,8
Vigra;SN60990;23.10.2014;13,7;7,7;11,8
Vigra;SN60990;24.10.2014;12,6;9,4;10,9
Vigra;SN60990;25.10.2014;11,6;8,7;10,5
Vigra;SN60990;26.10.2014;12,6;7,5;10,7
Vigra;SN60990;27.10.2014;13,1;6;9
Vigra;SN60990;28.10.2014;11,3;6,5;8,6
Vigra;SN60990;29.10.2014;9,2;5,8;7,1
Vigra;SN60990;30.10.2014;7,7;4,8;6,1
Vigra;SN60990;31.10.2014;9;1,9;6,7
Vigra;SN60990;01.11.2014;18,1;7,6;12,1
Vigra;SN60990;02.11.2014;13,7;7,5;10,6
Vigra;SN60990;03.11.2014;10,6;5,7;8,3
Vigra;SN60990;04.11.2014;8,1;3,4;5,8
Vigra;SN60990;05.11.2014;4,9;1,7;3,6
Vigra;SN60990;06.11.2014;9;0,9;7,3
Vigra;SN60990;07.11.2014;9,7;7,3;9
Vigra;SN60990;08.11.2014;13,4;9,3;11,3
Vigra;SN60990;09.11.2014;11,7;7,4;9,9
Vigra;SN60990;10.11.2014;12,1;7,5;9,3
Vigra;SN60990;11.11.2014;10,4;4,9;7,4
Vigra;SN60990;12.11.2014;8,7;2,3;6,5
Vigra;SN60990;13.11.2014;12,6;5,5;10,6
Vigra;SN60990;14.11.2014;10,8;5,7;8,8
Vigra;SN60990;15.11.2014;11,6;6;9,2
Vigra;SN60990;16.11.2014;9,7;3,3;-
Vigra;SN60990;17.11.2014;9,5;0,8;4,7
Vigra;SN60990;18.11.2014;6,5;1;4,8
Vigra;SN60990;19.11.2014;8,2;1,2;4,3
Vigra;SN60990;20.11.2014;6,6;4,8;5,6
Vigra;SN60990;21.11.2014;5,8;1,6;3,3
Vigra;SN60990;22.11.2014;5,6;0,1;3
Vigra;SN60990;23.11.2014;9,4;2,2;6,6
Vigra;SN60990;24.11.2014;8,7;4,8;7,1
Vigra;SN60990;25.11.2014;9,2;6,1;7,8
Vigra;SN60990;26.11.2014;7,3;3,6;5,6
Vigra;SN60990;27.11.2014;8,3;3,8;6,5
Vigra;SN60990;28.11.2014;6,7;2,8;5,4
Vigra;SN60990;29.11.2014;6,3;3,6;4,7
Vigra;SN60990;30.11.2014;5,9;3,5;5
Vigra;SN60990;01.12.2014;8,3;5,6;7,3
Vigra;SN60990;02.12.2014;8,1;3,7;6
Vigra;SN60990;03.12.2014;10,2;5,6;9,2
Vigra;SN60990;04.12.2014;10,6;5,6;8,4
Vigra;SN60990;05.12.2014;9;3,2;6,4
Vigra;SN60990;06.12.2014;6,5;2,3;4,9
Vigra;SN60990;07.12.2014;7,1;2,3;4,5
Vigra;SN60990;08.12.2014;6,3;2,6;4,8
Vigra;SN60990;09.12.2014;6,6;1,2;4,6
Vigra;SN60990;10.12.2014;7,4;1,1;4,1
Vigra;SN60990;11.12.2014;6,2;2,6;4,9
Vigra;SN60990;12.12.2014;6,6;5,1;6
Vigra;SN60990;13.12.2014;6,7;0,1;3,3
Vigra;SN60990;14.12.2014;8,1;0,6;5,5
Vigra;SN60990;15.12.2014;6,9;0,1;2,3
Vigra;SN60990;16.12.2014;3,4;-0,1;2,2
Vigra;SN60990;17.12.2014;4,7;1,7;3,5
Vigra;SN60990;18.12.2014;6,2;2,9;4,8
Vigra;SN60990;19.12.2014;6,3;1,3;3,2
Vigra;SN60990;20.12.2014;5,7;0,8;3,1
Vigra;SN60990;21.12.2014;4,1;0,4;3,6
Vigra;SN60990;22.12.2014;7,5;2,4;4,2
Vigra;SN60990;23.12.2014;5,6;2,7;4
Vigra;SN60990;24.12.2014;3,2;-1,4;-0,2
Vigra;SN60990;25.12.2014;-0,1;-4,3;-1,6
Vigra;SN60990;26.12.2014;1;-1,9;0,1
Vigra;SN60990;27.12.2014;0,2;-2,3;-1,4
Vigra;SN60990;28.12.2014;2,6;-3,1;0,7
Vigra;SN60990;29.12.2014;5,9;1;4,7
Vigra;SN60990;30.12.2014;9,8;5,1;8
Vigra;SN60990;31.12.2014;10,2;8,4;9
Vigra;SN60990;01.01.2015;9,6;5,4;7,3
Vigra;SN60990;02.01.2015;5,6;1,5;3,9
Vigra;SN60990;03.01.2015;4,8;-0,1;2,5
Vigra;SN60990;04.01.2015;4,5;0,7;2,9
Vigra;SN60990;05.01.2015;6,1;3,3;4,6
Vigra;SN60990;06.01.2015;9,5;5,9;7,8
Vigra;SN60990;07.01.2015;9;2,7;6
Vigra;SN60990;08.01.2015;9,1;3,9;5,6
Vigra;SN60990;09.01.2015;6;1,5;2,5
Vigra;SN60990;10.01.2015;5,3;0,8;3,4
Vigra;SN60990;11.01.2015;4,2;-0,3;2
Vigra;SN60990;12.01.2015;6,6;2,1;4,1
Vigra;SN60990;13.01.2015;6,6;1,1;3,4
Vigra;SN60990;14.01.2015;4,7;0,9;3,2
Vigra;SN60990;15.01.2015;7,5;2,3;5,8
Vigra;SN60990;16.01.2015;7,1;3,1;4,7
Vigra;SN60990;17.01.2015;5,7;2,6;4,3
Vigra;SN60990;18.01.2015;5,1;2,6;3,8
Vigra;SN60990;19.01.2015;4,5;1,9;2,9
Vigra;SN60990;20.01.2015;3,3;1,2;2,1
Vigra;SN60990;21.01.2015;3,2;0,7;1,7
Vigra;SN60990;22.01.2015;1,2;-1,1;-0,2
Vigra;SN60990;23.01.2015;6,4;-1;4,4
Vigra;SN60990;24.01.2015;7;0,9;3,3
Vigra;SN60990;25.01.2015;8,1;0,8;4,8
Vigra;SN60990;26.01.2015;8,9;2,7;4,9
Vigra;SN60990;27.01.2015;7,7;2,2;5,3
Vigra;SN60990;28.01.2015;7,9;4,9;6,1
Vigra;SN60990;29.01.2015;5,4;-0,8;2
Vigra;SN60990;30.01.2015;4,1;-1,4;2,7
Vigra;SN60990;31.01.2015;3,6;-0,7;1,2
Vigra;SN60990;01.02.2015;2,9;-4;-0,9
Vigra;SN60990;02.02.2015;3,1;-5,9;0,9
Vigra;SN60990;03.02.2015;2,7;-0,1;0,8
Vigra;SN60990;04.02.2015;1,7;-1,1;0,6
Vigra;SN60990;05.02.2015;5,1;0,6;4
Vigra;SN60990;06.02.2015;6,8;4,7;6
Vigra;SN60990;07.02.2015;7,2;-0,7;2,7
Vigra;SN60990;08.02.2015;6,7;-1,3;4,3
Vigra;SN60990;09.02.2015;6,6;5,4;6,2
Vigra;SN60990;10.02.2015;8,3;6,4;7,6
Vigra;SN60990;11.02.2015;8,2;6,4;7,2
Vigra;SN60990;12.02.2015;7,6;-0,7;2,1
Vigra;SN60990;13.02.2015;4;1,2;3
Vigra;SN60990;14.02.2015;7;1,8;4,1
Vigra;SN60990;15.02.2015;10,1;0,8;7,2
Vigra;SN60990;16.02.2015;8,6;5;6,8
Vigra;SN60990;17.02.2015;7,7;1,5;4
Vigra;SN60990;18.02.2015;9,2;2,1;6,8
Vigra;SN60990;19.02.2015;9,9;5,4;7,5
Vigra;SN60990;20.02.2015;6,4;2,3;4,3
Vigra;SN60990;21.02.2015;4,7;0,8;2,8
Vigra;SN60990;22.02.2015;3,1;-0,6;0,6
Vigra;SN60990;23.02.2015;7,4;-1,7;4,5
Vigra;SN60990;24.02.2015;7,7;4,5;5,7
Vigra;SN60990;25.02.2015;6,5;3,7;5,1
Vigra;SN60990;26.02.2015;6,8;4,8;5,9
Vigra;SN60990;27.02.2015;6,9;3,8;5,5
Vigra;SN60990;28.02.2015;7,4;5,2;6,4
Vigra;SN60990;01.03.2015;11,4;5,4;7,7
Vigra;SN60990;02.03.2015;7,6;1,3;3,8
Vigra;SN60990;03.03.2015;5,9;2,5;3,9
Vigra;SN60990;04.03.2015;4,9;0,7;2,8
Vigra;SN60990;05.03.2015;7,5;0,9;5
Vigra;SN60990;06.03.2015;8,4;4,1;6,8
Vigra;SN60990;07.03.2015;9,4;5,4;7,2
Vigra;SN60990;08.03.2015;9,9;4,8;5,8
Vigra;SN60990;09.03.2015;6,4;2;5,3
Vigra;SN60990;10.03.2015;8,2;5,2;6,3
Vigra;SN60990;11.03.2015;9;0,1;5,6
Vigra;SN60990;12.03.2015;10,6;3,8;6,4
Vigra;SN60990;13.03.2015;11;4,8;8,7
Vigra;SN60990;14.03.2015;9,5;-0,1;3,8
Vigra;SN60990;15.03.2015;10,3;-0,9;4,2
Vigra;SN60990;16.03.2015;8,5;-1,1;-
Vigra;SN60990;17.03.2015;11,5;3,6;-
Vigra;SN60990;18.03.2015;8,7;2,8;6,6
Vigra;SN60990;19.03.2015;8,1;2,3;3,9
Vigra;SN60990;20.03.2015;4,8;1,7;2,7
Vigra;SN60990;21.03.2015;5,1;0,3;3
Vigra;SN60990;22.03.2015;7,3;3,2;5,8
Vigra;SN60990;23.03.2015;7,8;4,3;5,7
Vigra;SN60990;24.03.2015;6,9;1,4;4,2
Vigra;SN60990;25.03.2015;8,7;1,2;4,2
Vigra;SN60990;26.03.2015;5,7;1,4;3,8
Vigra;SN60990;27.03.2015;7,9;0;4,6
Vigra;SN60990;28.03.2015;8,7;4,2;6,6
Vigra;SN60990;29.03.2015;9;1,6;5
Vigra;SN60990;30.03.2015;6,8;-1,1;3
Vigra;SN60990;31.03.2015;6,7;0;4
Vigra;SN60990;01.04.2015;5;0,8;2,8
Vigra;SN60990;02.04.2015;6,4;0,5;2,9
Vigra;SN60990;03.04.2015;5,2;0,5;1,9
Vigra;SN60990;04.04.2015;5,6;-1,5;2,7
Vigra;SN60990;05.04.2015;7,3;2,1;5
Vigra;SN60990;06.04.2015;9,7;5,7;7,7
Vigra;SN60990;07.04.2015;8,5;6,5;6,9
Vigra;SN60990;08.04.2015;8,9;3,9;6,9
Vigra;SN60990;09.04.2015;8,6;4,7;7,2
Vigra;SN60990;10.04.2015;10,8;7,4;8
Vigra;SN60990;11.04.2015;14,6;3,3;8,6
Vigra;SN60990;12.04.2015;7,1;3;4,6
Vigra;SN60990;13.04.2015;6;0,9;3,7
Vigra;SN60990;14.04.2015;9;3;6,5
Vigra;SN60990;15.04.2015;8;3;5,3
Vigra;SN60990;16.04.2015;5,9;2,4;4,2
Vigra;SN60990;17.04.2015;9;1,3;5,2
Vigra;SN60990;18.04.2015;9,1;0;5,5
Vigra;SN60990;19.04.2015;11,3;4,1;7,4
Vigra;SN60990;20.04.2015;8,6;3,4;5,4
Vigra;SN60990;21.04.2015;9,1;-1;5,5
Vigra;SN60990;22.04.2015;9,4;5,5;7,4
Vigra;SN60990;23.04.2015;7,8;3,4;4,7
Vigra;SN60990;24.04.2015;6,7;1,1;3,3
Vigra;SN60990;25.04.2015;4,7;2,1;3,1
Vigra;SN60990;26.04.2015;7,1;1,4;4,4
Vigra;SN60990;27.04.2015;8,2;3;5,2
Vigra;SN60990;28.04.2015;9,1;0,2;5
Vigra;SN60990;29.04.2015;9,5;-0,6;5,1
Vigra;SN60990;30.04.2015;8,6;-0,2;5
Vigra;SN60990;01.05.2015;7,2;-1,3;3,5
Vigra;SN60990;02.05.2015;7,5;-0,8;3,7
Vigra;SN60990;03.05.2015;9,7;-1;5,7
Vigra;SN60990;04.05.2015;15,9;3,4;8,7
Vigra;SN60990;05.05.2015;12,1;7,1;9,4
Vigra;SN60990;06.05.2015;16,6;8,5;12
Vigra;SN60990;07.05.2015;12;5,9;9,3
Vigra;SN60990;08.05.2015;10,4;5,2;6,8
Vigra;SN60990;09.05.2015;10,3;5,1;7,1
Vigra;SN60990;10.05.2015;10,3;2,1;7,4
Vigra;SN60990;11.05.2015;12,1;5,4;10
Vigra;SN60990;12.05.2015;13,4;7,5;9,7
Vigra;SN60990;13.05.2015;10;6,8;7,5
Vigra;SN60990;14.05.2015;8,3;4,1;5,8
Vigra;SN60990;15.05.2015;10,5;3,4;7,3
Vigra;SN60990;16.05.2015;10,4;3,6;7,5
Vigra;SN60990;17.05.2015;10,9;5,1;7,9
Vigra;SN60990;18.05.2015;12,6;3,4;8,9
Vigra;SN60990;19.05.2015;15,1;5,1;11
Vigra;SN60990;20.05.2015;12;7;8,4
Vigra;SN60990;21.05.2015;12,1;6,2;9,1
Vigra;SN60990;22.05.2015;10,7;4,2;-
Vigra;SN60990;23.05.2015;7,6;3,6;6,4
Vigra;SN60990;24.05.2015;10,1;5;7,3
Vigra;SN60990;25.05.2015;10,8;6,6;8,3
Vigra;SN60990;26.05.2015;11,3;7,4;8,4
Vigra;SN60990;27.05.2015;11,7;6,4;8,8
Vigra;SN60990;28.05.2015;15,9;6,9;9,8
Vigra;SN60990;29.05.2015;11,6;7,3;8,9
Vigra;SN60990;30.05.2015;12,1;3,2;8,9
Vigra;SN60990;31.05.2015;10,9;8,1;8,7
Vigra;SN60990;01.06.2015;9,4;4,5;7,8
Vigra;SN60990;02.06.2015;13,8;7,1;9,8
Vigra;SN60990;03.06.2015;11,6;6,5;8,6
Vigra;SN60990;04.06.2015;11,3;6,7;8,6
Vigra;SN60990;05.06.2015;12,9;8,1;9,8
Vigra;SN60990;06.06.2015;14,2;8,8;11,3
Vigra;SN60990;07.06.2015;12,2;8,2;9,1
Vigra;SN60990;08.06.2015;11,2;6,4;8,6
Vigra;SN60990;09.06.2015;12,4;7;10,1
Vigra;SN60990;10.06.2015;10,8;8,9;9,6
Vigra;SN60990;11.06.2015;11,4;8,9;9,7
Vigra;SN60990;12.06.2015;10,8;7,5;9,5
Vigra;SN60990;13.06.2015;11;7;8,6
Vigra;SN60990;14.06.2015;10,7;4,9;7,5
Vigra;SN60990;15.06.2015;10,6;6,3;7,7
Vigra;SN60990;16.06.2015;11,5;5,8;8,6
Vigra;SN60990;17.06.2015;12,5;6,9;9,7
Vigra;SN60990;18.06.2015;13;9,6;10,8
Vigra;SN60990;19.06.2015;14,1;7,8;11,1
Vigra;SN60990;20.06.2015;13,9;4,3;10,8
Vigra;SN60990;21.06.2015;14,7;8,5;11,5
Vigra;SN60990;22.06.2015;14,4;9,2;11,1
Vigra;SN60990;23.06.2015;10,8;9,2;-
Vigra;SN60990;24.06.2015;12,5;7,4;-
Vigra;SN60990;25.06.2015;13,5;8,5;-
Vigra;SN60990;26.06.2015;13,3;10,2;-
Vigra;SN60990;27.06.2015;13,8;9;-
Vigra;SN60990;28.06.2015;16;10,1;-
Vigra;SN60990;29.06.2015;14,5;10,8;-
Vigra;SN60990;30.06.2015;15,1;10,6;-
Vigra;SN60990;01.07.2015;20,2;12;-
Vigra;SN60990;02.07.2015;22,8;14,2;-
Vigra;SN60990;03.07.2015;19,7;13,9;-
Vigra;SN60990;04.07.2015;13,9;10,3;-
Vigra;SN60990;05.07.2015;18;12;-
Vigra;SN60990;06.07.2015;16,8;12,8;-
Vigra;SN60990;07.07.2015;12,9;10,8;-
Vigra;SN60990;08.07.2015;12;9,6;-
Vigra;SN60990;09.07.2015;11,6;9,5;-
Vigra;SN60990;10.07.2015;13,7;9;-
Vigra;SN60990;11.07.2015;16,9;9,5;-
Vigra;SN60990;12.07.2015;15,8;10,4;-
Vigra;SN60990;13.07.2015;13,4;11;-
Vigra;SN60990;14.07.2015;13,4;11,4;-
Vigra;SN60990;15.07.2015;12,9;10,6;-
Vigra;SN60990;16.07.2015;13,6;9,8;-
Vigra;SN60990;17.07.2015;15,4;5,2;11,3
Vigra;SN60990;18.07.2015;14,5;10,7;11,8
Vigra;SN60990;19.07.2015;12,3;10,9;11,4
Vigra;SN60990;20.07.2015;14,1;10,8;12
Vigra;SN60990;21.07.2015;15,7;10,5;12,9
Vigra;SN60990;22.07.2015;14,9;11,8;13
Vigra;SN60990;23.07.2015;15,5;10,5;12,4
Vigra;SN60990;24.07.2015;15,4;10,2;12,7
Vigra;SN60990;25.07.2015;15,9;10,3;13
Vigra;SN60990;26.07.2015;16,4;10,5;13,4
Vigra;SN60990;27.07.2015;15,8;10,9;12,9
Vigra;SN60990;28.07.2015;15,4;10,2;13
Vigra;SN60990;29.07.2015;14;11,7;12,3
Vigra;SN60990;30.07.2015;13,7;10;10,7
Vigra;SN60990;31.07.2015;13,3;8,4;10,7
Vigra;SN60990;01.08.2015;16,1;7,9;12,3
Vigra;SN60990;02.08.2015;15,8;10,5;12
Vigra;SN60990;03.08.2015;16,2;7,5;13
Vigra;SN60990;04.08.2015;22,4;11,5;16,1
Vigra;SN60990;05.08.2015;22;12,6;15,2
Vigra;SN60990;06.08.2015;20,1;9,5;15,4
Vigra;SN60990;07.08.2015;16,5;12,4;14,3
Vigra;SN60990;08.08.2015;16,9;11,9;13,9
Vigra;SN60990;09.08.2015;17,5;12,2;15,3
Vigra;SN60990;10.08.2015;20,7;15,3;16,7
Vigra;SN60990;11.08.2015;19,4;10,7;14,2
Vigra;SN60990;12.08.2015;15;10,6;12,9
Vigra;SN60990;13.08.2015;18;13;14,3
Vigra;SN60990;14.08.2015;19,2;6,9;14,4
Vigra;SN60990;15.08.2015;21,2;13,3;17,7
Vigra;SN60990;16.08.2015;17,4;14,5;15,5
Vigra;SN60990;17.08.2015;19,4;14;15,4
Vigra;SN60990;18.08.2015;21,8;11,3;16,7
Vigra;SN60990;19.08.2015;23,2;10,8;17,6
Vigra;SN60990;20.08.2015;25,8;9,6;17,3
Vigra;SN60990;21.08.2015;24,7;11,1;19,5
Vigra;SN60990;22.08.2015;23,8;16,1;19,8
Vigra;SN60990;23.08.2015;23;14,6;18
Vigra;SN60990;24.08.2015;24,9;11,6;18,7
Vigra;SN60990;25.08.2015;19,1;13,6;-
Vigra;SN60990;26.08.2015;19,3;13,7;16,4
Vigra;SN60990;27.08.2015;18,7;11,3;15,1
Vigra;SN60990;28.08.2015;15,8;12,1;13,6
Vigra;SN60990;29.08.2015;18,1;12,5;14,5
Vigra;SN60990;30.08.2015;17,7;12,3;14
Vigra;SN60990;31.08.2015;17,6;11,6;13,9
Vigra;SN60990;01.09.2015;16,5;12;13,4
Vigra;SN60990;02.09.2015;15,1;11,2;13,3
Vigra;SN60990;03.09.2015;18,5;13,7;14,6
Vigra;SN60990;04.09.2015;14,9;8,5;11,6
